overall,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,vote,style,image
5.0,False,"08 5, 2001",A1UWQ3ANXI3EZU,B00004TJCL,J. Simmons,"Okay, this game has been out for a long time, and I've played it for as long as it has been out, but I now feel that my experience with this game gives me the duty to report on it's greatness.  If you like games like Half Life:  Team Fortress or SWAT 3, you will like CS, yet another teamwork based game.  The graphics are good and the sound is great, and the control is perfect as long as you get on a nearly lag-free server.
In fact, my only major gripes with CS, have nothing to do with the actual software.  1.  The ""team"" you play with only works when the other players cooperate, all too often, your teammates are just a bunch of Rambos who leave you all alone pinned down by a sniper and a guy with a shotgun! 2.  The game gets extremely hard to play when the server you are on can't handle 8 player playing in the room, you get such a lag, it can take up to 20 seconds for your guy to finish with his last shot and slap in a new mag!  A good sever can handle 32 players with very little lag. 3.  This is the software;  you shoot a guy point blank with a shoygun in the face, and he lives because he is wearing body armor...  BODY ARMOR, not face armor! 4.  You can have radio conversations with teammates, but all too often, you end up calling for backup from your TEAM, and nobody comes to help, in fact, you get some smart guys that actually reply over the radio, ""Negative.""
Luckily, I host games were I am a CT, (Couter-terrorist), squad leader and my friend leads the Terrorists, and if people get a little too independant or come in and lag our game too much, I can boot them.  With CS, you can get into a clan and have some teammates that will stay with you , my clan is pretty good.  If you get this game, and are any good, join my clan, the COLTS, (because we only use M16s).",Expert review!,996969600,5,,
5.0,True,"08 31, 2015",A1R8S62BFUNT9X,B005YR0T2I,Edwin J. Herrera,Excellent,Five Stars,1440979200,,,
5.0,True,"04 21, 2017",A1PNTFNIES84ZJ,B00LCHZRIK,Ferbdog,"A game changer for open world games. My PlayStation 4 is not the console that is collecting dust. And because my son is also playing this game, we have great conversations about the puzzles, exploration and systems of the game. Definitely on my top 10 games of all time, just have to decide which of my previous 10 is going to get the 11th spot",we have great conversations about the puzzles,1492732800,,"{'Edition:': ' Standard', 'Platform:': ' Nintendo Wii U'}",
5.0,True,"01 26, 2015",AU4Y2H5HZKJXO,B00BI83EVU,Ali Ahmed,Fun game,Five Stars,1422230400,,{'Format:': ' Video Game'},
5.0,False,"08 11, 2009",A4D8NX4MGEVQ2,B0014X7SQ6,The Automaton,"FFVII was my absolute favorite game on the PlayStation and this title brings back all that fun with better graphics. I never got into the later Final Fantasies the way I did VII and I love this game. It's much more like Advent Children, of course, in that everyone has a cellphone and e-mail, but if those things had been popular when the original FFVII was released we have to assume that they would have had them then too...
I'm not going to bother making a list of pros and cons, because I don't think I could come up with enough cons to make it worthwhile.
The graphics are beautiful, especially during the cutscenes. I mean, they'll blow you away. The gameplay is simple and fun. The dialogue is easy and believable, the acting good.
The game is also humorous. There have been a number of conversations that made me laugh.
Basically the bottom line is if you liked FFVII you'll most likely enjoy this game. If you hated the Final Fantasy humor, characters or combat system you'll find no enjoyment here.",As Great as Ever,1249948800,,{'Edition:': ' Standard'},
5.0,True,"10 30, 2009",A2V746DPGNKIQU,B000P46NMA,JORGUEN,"TOO many missions? YES.. EQUAL? YES... the same **** always! but i gave it a 5 review, cuz the way it ends and all the things that we need to know about history and misterys to understand it is JST CRAZY!! the close that this game is with the real history is CRAZY ALSO!! for example The ASSASSINS CASTLE IT DOES EXIST in SIRIA! and wow the REAL ASSASINS used to be there at the same time the story takes effect! and not only that! the ones that were killed? that insane but they dissapear around the same time and the EXISTED!! just insane!! cant wait to play the second part... but im praying to be different!! i do want to use FIORE KNOW!!!",Same Scenes and Missions (BORED),1256860800,,{'Format:': ' Video Game'},
5.0,False,"11 13, 2002",A1DTOHMM2Y5KY0,B00006IJMU,Michael J Woznicki,"When I am not working on networks or teaching classes I love to play computer games. While mostly I play golf, baseball or puzzles games every now and then I like to try out something new. I found this game to be both fun and a great break from the everyday grind.

The install was easy as I started with cd1 and answering a few questions and before I knew it the installation was complete. I was able to get Windows 98, ME, 200 and XP to work. The game calls for a 32MB video card and I would say this is a minimum, I would also recommend a video card with 3D acceleration.

Also the hard space required is 1.5GB and I would recommend 3GB. There are several different rallys and each one has a different set of obstacles and events that can occur. I was able to play the game with the keyboard and mouse, but the gamepad or sidewinder wheel would certainly enhance the game play.

The graphics are great and with a P4 processor you have very little lag in the refresh and the game runs very smoothly. I only had one game failure and that was under Windows ME, the other versions had no failures and the game played for over 3 hours at a time.

While I am not an expert in this software, I found it easy to pick and play and overall I was impressed by the amount of different things that can happen when you play.",If you like to drive this game is for you!,1037145600,5,,
5.0,True,"10 7, 2013",A1NWXI2XCG8Q79,B001FY7LBQ,Jacqueline Smallarz,"Has nice sound, I want to get my friend to bye one so we can play together that will e fun, I love listening to music too.",nice!,1381104000,,"{'Color:': ' White', 'Style:': ' Standard Version'}",
5.0,True,"08 25, 2016",A2W2L27QMJ4WFD,B00113X7YG,Joshua84,"Great Game, for our 6yr son. HE plays this game all the time, and loves the constant star wars action.",Luke.....I am your Father,1472083200,,"{'Edition:': ' Standard', 'Platform:': ' Nintendo DS'}",
5.0,True,"04 17, 2016",A2BGX8DYA8SFMZ,B00J48MUS4,officer524,Son loves it,Five Stars,1460851200,,{'Format:': ' Video Game'},
5.0,False,"11 6, 2008",A1AH9YKT77TER4,B00005ULXN,Al Hedgehog,This game is awesome. Fast paced platforming as only Sonic can deliver. Has lots of reply value as well as unlockables. Multiplayer is great too. If you own a Gamecube(or a Wii and Gamecube controller) you should definately get ahold of this title.,Favorite Gamecube Game,1225929600,,,
5.0,True,"01 6, 2010",A3CECT5TKOE76A,B0013LTP5Q,BA,"We love this game!  Our children love it, and we as parents love it because they have to be active to play it.  Just played it with a group of about 30 people (adults and children).  We were all laughing and giggling - so much fun!  Graphics may not be the best, but we don't care because it's so much fun to play. It's challenging, great for building coordination and encouraging players to be active, and most importantly to us, providing a fun activity to do as a family. Perfect for bad weather days too!  We love it!",Love it! - BEST family game,1262736000,,,
5.0,True,"03 8, 2007",A6GOSASLUZT7Q,B000IN0BSU,K. Glade Kleinman,This controller works great for the virtual console games I have downloaded. It controlles great on Mario Kart 64 expecially.,great controller,1173312000,,,
5.0,True,"12 31, 2015",A72EUQ9AL73RH,B00KWFCSB2,Infinite Light,5 Stars. A+. Many Thanks! :D,Five Stars,1451520000,,,
5.0,True,"02 27, 2015",A1R7KUJHO2EVEC,B00LSBNSJA,BowserJager,Awesome controller for any Peach fan!!!!,Five Stars,1424995200,,{'Color:': ' Peach'},
5.0,True,"08 12, 2015",A1BV8CPIFI3SN,B00Y074JRY,Deana Dee,"Perfect, looks great, nice detail",Perfect,1439337600,,,
5.0,True,"07 12, 2014",A2A7OUZ5U45ND7,B00002R28C,S. Ayers,Another great set,Five Stars,1405123200,,,
5.0,True,"08 13, 2013",AY3JBBASW2JB8,B00B2QL2Y4,Damin Tovar,"its a lovely story, a very good game, if you can buy it don't miss it because your gonna regreat it later",JRPG'S ROCK,1376352000,,,
5.0,True,"01 16, 2015",AWQLQ4KGHPMXB,B00004SVNS,Ed G. Henry,great game,Five Stars,1421366400,,,
5.0,True,"04 10, 2015",A2NZ3BJCTA4Q58,B00B0UVDQO,Adrian Sanchez,ok so it's not the Nintendo brand but it's perfect there was scratches but eh other than that they worked fine. Everyone else complaining is expecting the greatest controllers ever for that price. These are fine and were good,Awesome,1428624000,,,
5.0,True,"01 10, 2016",A1GM836D1UBXZU,B00KVMHVQ8,Carlos hiciano,Awesome,Five Stars,1452384000,,,
5.0,False,"05 7, 2015",A1HH11STE53V5,B00WIOOTO4,D. Davidson,"First off: if you already have Wolfenstein: The New Order installed, Old Blood only requires 6.33 GB of additional space.  A useful tidbit if you, like me, are running low on space on your PS4.

This game takes place before the events of New Order.  It is broken in to two parts (Part 1: Rudi Jger and the Den of Wolves, Part 2: The Dark Secrets of Helga Von Schabbs).  There are a few new weapons and a fun new climbing mechanic facilitated by a steel pipe, but, for the most part if you played New Order you know what you are getting in to with Old Blood.  And that is a good thing because both of these games are a lot of fun to play.

The Old Blood is a throwback to classic First-Person shooters.  There are some modern FPS elements like a very basic cover system, stealth, the ability to lean around corners to fire at enemies, etc. but at its core it feels like what the original Wolfenstein 3D would have been had modern hardware / engines been around when they made it.  There are no limits to how many guns you can carry.  Running in to a room full blast with guns blazing is often a totally legitimate strategy.  And you can dual-wield two impossibly large automatic shotguns that fill a large portion of your screen for maximum carnage (spoiler alert: dual-wielding automatic shotguns is extremely satisfying).

There are some sections that I found slightly monotonous due to the fact that I don't love stealth sequences where you have to wait around for some large baddie to turn his back, run to the next area of cover and repeat.  The mechanic that forces you to do that frequently are large electric soldiers where you have to sneak to their power source, turn it off, then take them out up close and personal with your steel pipe while making sure the baddie in the next room doesn't see you.  But, I can take stealth sections in small doses and it doesn't get out of control.

The plot isn't as rich or deep as The New Order (which had a surprisingly compelling story line) and leans on the assumption that people playing this will have played The New Order and thus already be a bit invested in Blazkowicz's character.  It is stand-alone and you don't have to play The New Order to get what's going on here, but, I would suggest that you do for maximum enjoyment.

Both of the new Wolfenstein games have some surprisingly dark/gory content.  I guess that shouldn't surprise me given that we are dealing with Nazis but I wasn't expecting it due to the fact that the game doesn't take itself seriously in other ways (watch the trailer for The Old Blood and it is super campy).  I can't play this while my girlfriend is watching because it is too much for her even though I am like ""but I HAD to repeatedly stab that dog.  It was an evil Nazi dog!"".  You have been warned.

In summary, if you played The New Order and liked it this expansion is a no-brainer (New Order pun alert!).  If not, you are in for some enjoyable retro FPS action.",More of the same - and that's a very good thing...,1430956800,31,{'Platform:': ' PS4 Digital Code'},
5.0,False,"05 1, 2008",A64BAVPGEW193,B0001ADAME,Adam Prentice,"THE GAME GUN AND RED DEAD REVOLVER CAME OUT AROUND THE SAME TIME AND ALL THOUGH BOTH GAMES ARE PRETTY MUCH THE SAME THEY BOTH ARE ALMOST EXACTLY THE SAME GAME.  BUT REALLY FUN.  I WISH THEY HAD COLABORATED THE STORY'S ARE SLIGHTLY DIFFERNT BUT I REALLY ENJOYED BOTH.  I FELT THAT ALL AROUND RED DEAD REVOLVER WAS A REALLY GOOD GAME.  GOOD STORY, GREAT GRAPHICS, ORIGINIAL AND PACKED WITH HUMOR!  CANT GO WRONG IN THE SALON'S EITHER!  LOTS OF SIDE MISSIONS TO DO AS WELL I ONLY DING THE GAME ON BEING TOO MUCH LIKE GUN AND VISE VERSA!",ALL AROUND GREAT GAME!,1209600000,,{'Format:': ' Video Game'},
5.0,True,"03 13, 2013",AH6OYB8SIKPE9,B0050SYUAS,Gabriel Orellana,"And she really loved it, now she has been working out avery now and then, and monopolizing the TV set... But at least she is having a blast, now i do have an excuse to buy the next gen consoles ^^",It was a gift for my wife,1363132800,,,
5.0,True,"08 31, 2015",A1O72D7RLAMMLX,B000GPXSAS,A.,Awesome!,Five Stars,1440979200,,,
5.0,False,"01 10, 2010",A20DZX38KRBIT8,B000RWV17M,Deimos,"This is one of the best retro games I have ever played.  Actually to call it retro is wrong, they took a retro game that got revamped and gave it the awesome graphics and respect it deserves.  Truly awesome, flawless gameplay, awesome graphics, killer sound, and addictive as hell.  This is not a game to miss, the DS version is also awesome.",Awesome game.,1263081600,,{'Platform:': ' Nintendo Wii'},
5.0,True,"07 3, 2014",A31Q6ALT0O5EBX,B001TORSII,ZstarZ,"The Mass Effect Series is a must-have and must-play series for any RPG, FPS gamer! It has a very rich storyline and allows the player to alter the course of the game by making decisions every step of the way. This is a squad-based game that allows for a fun tactical experience working with different characters and their respective skillsets. All in all, this game is superb and deserves all the praise it receives!",Mass Effect Series is a legendary gaming experience!,1404345600,,{'Format:': ' Video Game'},
5.0,True,"10 8, 2016",A2ZDTHE63ITSRC,B00Z9LUFHS,ChillnMello,Souls series best games ever.,Five Stars,1475884800,,"{'Edition:': ' Standard', 'Platform:': ' PS4 Digital Code'}",
5.0,False,"04 15, 2008",A35MGE796QGMUO,B0010YOQJ6,Jaynubian,"Let me preface my remarks by first stating that I am new to the series. I am a fan of Naruto though, and I have played other Naruto games, most notably the Uzamaki Chronicles series. That being said, this is an excellent game in terms of graphics, variety, depth and fun factor. The game has at least 40 playable characters, once you unlock them all and it took me about two weeks to do that. I play about three hours a day after work, and I am not all that experienced with the fighting games, so I'm sure experienced gamers would take less time. The Heroes history (my favorite) game goes with the storyline up to the Sasuke retrieval arc and that is a definite plus. The cut scene videos are excellent in sound quality, content and timing. That made the game very entertaining for me.

You can unlock music tracks, cards and figurines along the way and the Ultimate contest is fun too. You get to walk around and beat everybody up along the way sort of battle royale style, and take their crystals. Good stuff. I love the secret technique summoning jutsus in this one. You can also customize your character if you want as you unlock techniques. I don't know about replay value though, once you beat levels you may not want to revisit them, but I have fun playing against friends as well. Overall, it's a great game for Naruto fans and ""Street Fighter"" style fighting game fans.",Great for new gamers,1208217600,,{'Format:': ' Video Game'},
5.0,True,"12 17, 2014",A4XWTT7QCHJ2B,B00G6MW612,Darin Harris,"Really loved it, I was able to play it for a short time and it was awesome.",Five Stars,1418774400,,{'Format:': ' Video Game'},
5.0,False,"02 27, 2015",AUWOPVFY2SBVD,B000ZK698C,Luke Dennison,"Remember one thing, not nearly as good as Grand Theft Auto, but I can tell you how the game is like. Graphics are pretty good, the game is in New York in the 40's, but I won't tell you any thing else about the story. But it does revolve around the story. Grand Theft auto you can do the missions whenever you want to, this one your sort of forced to do it. One major problem is that once you lose the cops they will come after you if they see you again, GTA once you lose the cops, they won't find you until you break the law again. And yes you can run over pedestrians, and shoot people, and of course steal cars.
I recommend getting the 2K power pack with Mafia 2, Darkness 2 and Bioshock 2.
Also look up reviews for the game on youtube.",My review for Mafia 2,1424995200,,"{'Edition:': ' Standard', 'Platform:': ' Xbox 360'}",
5.0,False,"10 27, 2015",A1JWBA28PPECR0,B00ZJ20YQO,K Robinson,Great game,good,1445904000,,"{'Edition:': ' Legendary', 'Platform:': ' PlayStation 4'}",
5.0,True,"11 20, 2015",A3F3JF9R6ZYKR7,B006PP41Q8,Josh,I am loving it. Feels really good on my hands.,Love it,1447977600,,,
5.0,True,"07 17, 2013",A19532OPMBKLYO,B00A878J5I,Craig,This was a great investment.  Charges everything and looks pretty cool in the process. Comes with rechargeable battery packs for the wii remotes,Awesome!!,1374019200,,,
5.0,False,"10 22, 2010",A2TPIZ9AW0FI09,B0016C3260,Bill,"I had never heard of this game, but after browsing for a new Tactical RPG to play, I stumbled across this sleeper masterpiece.  I read some reviews and it looked promising, so I went out and bought Valkyria Chronicles, however it still sat on my shelf for months.  Eventually I found some free time and decided to give it a shot, needless to say I was hooked from the beginning.

The Gameplay, Story, Graphics and Music are all top notch.  I enjoyed the battles and was engaged in the story, and I must say, this is the most worthwhile purchase I've made for my PS3 to date.

I just wanted to share my two cents and give this game the recognition it deserves.","Skeptical at first, glad I gave it a chance!",1287705600,,{'Platform:': ' PlayStation 3'},
5.0,False,"03 22, 2007",A2GEQ6I6M11JR2,B00001ZT7T,Fred Rayworth,"I've always loved the Might & Magic series and this one is no exception. I love first person, turn-based-party games. I have been dumb enough to periodically waste money on some of the various third person games out there like Baldur's Gate and Neverwinter Nights, but I hate third person and cannot get into it at all. Might & Magic does not have that problem.

This game, along with MM-6 and MM-8 are pretty much in the same format with a few tweaks. That is fine with me. I have become so engrossed it them that I have played all three of them at least three times each. There is no other game that even comes close.

Despite the crudeness factor, I love the graphics. The spell system is just right, and I don't mind all the monster bashing. The story kept me engaged each time I played, even knowing the outcome the second and third time around.

I just wish someone would continue the series in the same format with maybe 3-D graphics but the same game play and all the rest. I give a hats off to the Might & Magic Tribute people who are doing it on their own, since no company seems interested in doing it.

Highly recommended.",Another Great One,1174521600,,,
5.0,False,"11 27, 2000",A2AV2TR28DGSGC,B00000JHPD,ajnrules,"Over the years, there has been many video game systems, starting from the Atari in the early 1980s to the Playstation 2 in the early 2000s. Each one has a unique controller. The early ones, such as NES and Super NES are awkward. Same with the Playstation, Playstation 2, and the Dreamcast. But when we come to the Nintendo 64 controller, we find something completely different. The designers seem to have gotten the shape just right so that your hands can fit comfortably in the best position to play games, with each button placed at the most convenient places so you don't have to reach for them. And unlike the old controllers, your hands aren't cramped so the only pain you feel is if you're playing Mario Party without the gloves.
And black is just a cool color.
Alas, my controller has been the victim of my frustrations, so I would need a new one,",The best controller of them all!,975283200,,,
5.0,True,"03 3, 2016",A2YKDHLZKRSQ5J,B000MJB0H6,Taylor Gardner,As advertised.,Five Stars,1456963200,,{'Format:': ' Video Game'},
5.0,True,"01 7, 2016",A3FW81KNZXQ5A,B00KWFCU4M,Guardian8088,Awesome!,Five Stars,1452124800,,{'Platform:': ' Nintendo Wii U'},
5.0,True,"10 14, 2011",A1J4OZEQIKM2E,B004RJJMBI,Ryan Leonard,"After determining I use a ""fingertip"" or ""claw"" grip, I set out to find the perfect mouse. I found it in the CM Storm Spawn. This is the first mouse I have ever used where my hand just fell perfectly over its form instead of conforming to it. It feels like I squeezed a block of putty and this is the shape I left it in. Absolutely amazing. My thumb and pinky grip the outside rubber edges, ring finger rests perfectly on its ledge, and fore and middle fingers are lined up perfectly on the buttons. The red section of the body as well as the main buttons have a soft, satin-like feel. The buttons have a light touch, and they sound and feel as high-quality as the product desciption claims. This mouse works ""out of the box"" when you plug it in to your machine, however downloading CM's tuning software is recommended. I never thought I would need or want adjustable DPI, but I can see the utility in it now. I have the mouse tuned for ""normal use"" at the middle DPI setting, so I can go up for more speed or down for more precision depending on the situation.",Perfect Claw/Fingertip Grip Mouse,1318550400,2,{'Color:': ' Red/black'},
5.0,True,"02 14, 2016",A20MBRLYU45ADE,B00EM5UK5Y,S. Rekart,"A bit easier than the original, what with the MEC soldiers and genetic modifications, but still a good game.",but still a good game.,1455408000,,{'Platform:': ' Xbox 360'},
5.0,True,"12 29, 2012",A275FA60H04HOP,B000038AAN,Chu,this product came in on time if not earlier. item was descibed exactly as it was in the description. thanks.,great,1356739200,,,
5.0,True,"10 18, 2016",A1T9TED6MEIF2O,B003ZSP0WW,Patrick,It's an Xbox 360 controller.  It will work as such.,Five Stars,1476748800,,{'Size:': ' 8.10in. x 6.80in. x 2.50in.'},
5.0,True,"02 28, 2015",A4DX9ZWNWFASC,B00002ST9W,Amazon Customer,excellent game.,Five Stars,1425081600,,,
5.0,True,"03 8, 2018",A370HF2CMM540L,B01GW3ODBU,Amazon Customer,Great product and seller.,Five Stars,1520467200,,"{'Edition:': ' Standard', 'Platform:': ' PlayStation 4'}",
5.0,True,"10 22, 2014",A10SZDJMB5AJS,B00KWEHBAG,A. Al SHUAIBI,One of the best games I have played.,Five Stars,1413936000,,"{'Edition:': ' Standard', 'Platform:': ' Nintendo Wii U'}",
5.0,True,"04 12, 2013",A3J8ABVGK7ZL6H,B00007KUU8,Ishmael,"This is a great package. It contains ""Metal Gear Solid 2:Sons Of Liberty""(which is my personal favorite MGS),plus some cool aditional stuff,such as 350+ VR missions,and 150+ alternative missions that you can play through,which adds alot of replay to the game. The ""snake tales"" mini missions are very fun,there is a boss survival mode....you can even skateboard using Solid Snake or Raiden,and so much more. Overall,if you don't already own the original ""Metal Gear Solid 2"",buy this game. You will enjoy it.","My Favorite MGS Game Of All Time,Just Got Even Better!",1365724800,,,
5.0,True,"01 15, 2016",A3VZ31ME20NXVB,B00MV7KVP4,Jenni DaVinCat,"I haven't screamed out loud because of a video game since the original Resident Evil came out and I was 10 years old.  The first time playing through this game had me on the edge of my seat, ready to throw the controller down and run out of the room if I had to.

I loved it!  It's kind of along the same lines as the TellTale games where you mold the game to your choices as you go.  Certain choices can result in something good happening, and others can result in something bad, even death.  It seems like there is a little more variation to the outcome of this game as opposed to the TellTale games where it's more or less an illusion of choice.  The game itself is linear in the events that happen, but whether the characters live or die is up to the survival skills of the player, or whether or not you choose to screw someone over.  How much people like you, is really up to the player too because you can be nice or you can be mean.

I was really impressed with the graphics and the acting.  I didn't realize Rami Malek was in the game until he showed up on screen.  It was a nice surprise because I've loved that guy since the first Night at the Museum (or maybe The Pacific).  The rest of the acting is really great too.  If you were to look up the actors on IMDB, they pretty much look exactly like their Until Dawn counterparts.

Be prepared for jump scares coming at you right and left, there are dozens of them throughout the game.

The only thing I didn't care for was that you can't have multiple save files at one time.  You can go back and replay episodes to change the events, or replay the entire game if you want, but as far as I can tell, there isn't a way to have 2 separate games going at once.  I may not necessarily want to lose what happened in the first game, but I might want to play through again and be mean to everybody.  I hesitate in doing so because I don't want to lose the first game.  Other than that one small thing, the game is awesome and I highly recommend it to horror fans!",Be Scared!,1452816000,21,"{'Edition:': ' Standard', 'Platform:': ' PlayStation 4'}",
5.0,True,"03 12, 2018",A3KN4WV9XOPSG4,B01AZC3I6U,ARSWOK,Upgraded from the Logitech G502 Proteus.  Night and day.  Steelseries is the way to go.  Built great,Five Stars,1520812800,,{'Style:': ' Rival 600'},
5.0,False,"12 11, 2007",AY3Y9ROK6LRPI,B000XJJRTI,Michael Corona,"Mass Effect - Circa 2007

GOOD:
- A third person shooting and cover system similar to that of Gears of War or Ghost Recon Advance Warfighter 2 which is really a unique way to play a RPG. The Cover systems works well it also makes for a fun as well as a more realistic gameplay experience. While this system has its share of problems (its not as easy or streamline as Gears of War) it works well enough not to be a concern and bring something new to RPGs.
- A well thought out and well played story that rivals or bests that of Elder Scrolls, Resident Evil or any Final Fantasy game. The story itself is it told through dialog between yours and other characters, because of the choices of make during the story it has a ""choose your own adventure"" feel to it.
- Gorgeous graphics and nice animations, that look just as good as games like Half-Life 2: Episode 2 and Assassins Creed.
- A great sound track that has the movie like quality of some of the great Sci-Fi Space movies from the past twenty years like 2001: A Space Odyssey, Star Wars, and Dune.

BAD:
- The learning curve is steep in this game and you will spend the first few hours learning how to play this game well. Although gamers who are use to playing First/Third Person Shooters (like Bioshock and Ghost Recon: Advance Warfighter) may find it easier to play (they should start the game on hard). Gamers who like playing turn based RPGs (like Final Fantasy X and Blue Dragon) will have a hard time adjusting (they should play the game on normal or easy).
- Most side quest planets can be barren with little to do outside of the quest you came for and a scant few other item pickups scattered around, plus many structures/buildings you enter during these side missions are almost exactly the same.
- The inventory system that you use keep track of items as well as equip items on your character is not very streamline and can be annoying due to the fact that there is no way to organize your inventory in any real order and keeping track of more then a few items becomes something of a chore.
- This game has a more then a few loading sequences during gameplay that might upset impatient gamers.

IF IT FITS YOUR TASTE:
- The story of the game is mostly told through dialogs between yourself and other characters in the game, it should really be noted that your choices in responding to questions asked of you and your reactions to events unfolding around you is going to change the story of the game and attitudes of others around you. It should also be noted that during the games story you can make choices that either make your character into a brash loose cannon who cheats, steals and shoots first asks questions later or a by the book fighter or justice and freedom with moral values and willing to sacrifice personal wants for the good of others.
- A Sci-Fi RPG with lots of Third Person Shooter (Camera behind the player) elements. The games combat has quicker pacing then most RPGs like Final Fantasy XII or even Fable, although the over all combat is slower then more main stream First/Third Person Shooters like Halo or Lost Planet, the shooting aspect has an emphasis on shooting behind cover as well similar to games like Gears of War and Ghost Recon Advance Warfighter 2.
- You start will all the gun types your ever going to get in the game (pistol, assault rifle, shotgun, and sniper rifle) you can of course get newer versions of these guns and later even add mods to modify the effects and stats of each gun type. Although the effectiveness of each gun type is really depends on your skill with that gun type (you upgrade your gun skills at your stat screen), you can of course use guns you have no training for which will result in much less effectiveness of using that gun type, so it would be wise to always try to use guns types your character class can (will be able to) upgrade. Note: Solider class is proficient in all gun types (can upgraded in all gun types).
- This game has lots of dialog/story, which plays a very big role in this game, which in turn will turn off gamers looking for fast paced action with little interruption.
- No multiplayer or online gameplay.
- Travel to many different worlds/solar systems through out the Milky Way galaxy (the galaxy you currently live in) with your own star ship the Normandy and its crew. During your missions you get to bring two of six other characters with you and these other characters (all six of them) can have their stats as well as equipment be chosen by you.

GAME ITS MOST ASSOCATED TOO:
- Star Wars: Knights of the Old Republic (Xbox/PC)
- Ghost Recon Advance Warfighter 2 (360/PS3)
- Jade Empire (Xbox/PC)
- Gears of War (360/PC)
- Elder Scrolls 4: Oblivion (360/PS3/PC)

ADDITIONAL NOTES:
- To get all of this game's achievements your going to have to beat this game at least three time. You get an achievement for beating the game once as well as twice but to unlock the ""Insanity"" difficultly (which after beating the game on this difficultly you also get an achievement) your going to have to beat the game on Hard then Hardcore just to unlock that difficultly.
- In the limited collector's edition you will find an art and background story book ""Galactic Codex"" as well as a bonus DVD with the videos ""The Making of Mass Effect"" documentary /music (from the game)/360 dashboard themes and it all comes in a tin case.
- There is already a novel out called Mass Effect: Revelation, which has lots of background story for the game as well as the background for the characters you meet in the game Anderson and Saren.
- There is talk from Bioware about downloadable content coming on the way for Mass Effect.",The Galaxy Beckons,1197331200,28,,
5.0,False,"06 24, 2017",A11XQRU2I7PAZ9,B002BU0DPE,Lifetreker,Got a great deal on these earlier this year.  Finally took it out and powered it up and was pleasantly surprised.  I say powered up because you have to supply power by plugging in the usb plug into your computer/usb hub.  At first I was loving them just for the xbox and pc but then I wondered if I could use these with any audio source?  Pulled out the trusty iphone 4S and left the usb plug in the computer and plugged the 3.5mm jack into the 4S and there was sweet sound!  Really glad I picked these up.,Still sounding great in 2017!,1498262400,,,"['https://images-na.ssl-images-amazon.com/images/I/71Pr+m3bnNL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/81WUgXoJKTL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/81WhS4iegJL._SY88.jpg']"
5.0,False,"05 29, 2014",A1LL4Y6NOG5CB5,B00BI83EVU,Anthony,"This is an awesome game to get,

If your the type of person on the pc hacking into programs and such like me, this is a defendant must buy.
Hack the city in the palm of your hand.

A lot of similarities of GTA but better graphics & quality. Get to do a lot more stuff than what you could do in GTA.
Besides the fact this game makes GTA look bad plus with a twist.

Reminds me a lot of Infamous Second Son. But here your a hacker going after a guy that put a hit on you that killed your niece.
In Infamous Second Son, you go after the bitch that hurts your tribe to gain her powers by killing her or expose her after what she did to Reggie & the Tribe, what she is really doing by keeping her kind safe in cages, either that or they probably would've killed her.
In a way its like Dumbledore treating Harry like a pet up to the proper point to die when Snape is the good guy the whole time in secrecy that cared about Harry since he was born since he cared so much to Lillian.

Driving 9/10
Really like the driving in this game except for some of the hard turns you gotta pull off by pressing circle but to me its easy, just got to time it when to do it and how much, to much or to less with to early or to late will impact your speed and get away.

Wreckage 6/10
While driving, getting into a mess by damaging the car should have a little more realistic type of damage depending what car you use and what you hit impacts to the car. Besides the fact you are the hacker and you have better driving skills but doesn't include what car you drive thou.

-Havent bought my own car since gianing a lot of cash, at 5mill now, I wonder if we could upgrade our parts too to make it a bad ass with some paint spray, fast speeds after take off from 0 with less amount of friction. if so, tats a straight 10/10. if not but somewhat to it, then i give it about a 7-8/10

-Do love the add-ons by upgrading the wheels but that can be different from car to car that you don't own plus without going to a shop with it so that's a disadvantaged in it as well.

Graphics 8/10
are astounding but could be better with along of 4k-8k, hopefully there be an update for it plus the visual effects to it.

Police 8/10
Can be hard at first comparing to from playing gta for 1st timers of watchdogs but after getting used to what to do on how to get away comes easier.

NPC 8/10
Really realistic, just a little more it be really great.

If you don't wanna get it now, get it later in about 2-3 months from now, a lot of games from PS4's to XBOXONE's are coming cheaper, not as cheaper than Xboxone thou. Go look at the prices between xboxone, ps4 to xbox360 to ps3 new games and used games. get more money through ps4 than xboxone. ghost xboxone used is est. $10 while ps4 is est. $20",Hacker must get,1401321600,,{'Format:': ' Video Game'},
5.0,True,"02 8, 2010",A1120IFC72NMN3,B000EYF88G,Michael SF,"Not much to say really on this product. It feels solid and quickly charges up to two batteries. The batteries click into place and a small light comes on confirming its charging. It turns from red to green once charging is complete. The base has some weight to it and it feels like its well built, not super cheap thin plastic. The only thing that would of been nice is if it came with two batteries since you pull the battery out of the controller to charge so you really need two (one to use while ones on the charger).","Works well, simple design and charges quickly",1265587200,,,
